OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD
6297,9238138,METHODIST LE BONHEUR GERMANTOWN HOSPITAL,7691 POPLAR AVENUE,GERMANTOWN,TN,38138,GENERAL ACUTE CARE,309,SHELBY,47157,USA,35.08981816,-89.80836623,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.methodisthealth.org/locations/methodist-le-bonheur-germantown-hospital,47,NON-PROFIT,309,NOT AVAILABLE,Y
6298,9338128,METHODIST HOSPITAL-NORTH,3960 NEW COVINGTON PIKE,MEMPHIS,TN,38128,GENERAL ACUTE CARE,246,SHELBY,47157,USA,35.23407025,-89.89282093,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.methodisthealth.org/locations/methodist-north-hospital,47,NON-PROFIT,246,NOT AVAILABLE,Y
6299,9438116,METHODIST HOSPITAL-SOUTH,1300 WESLEY DRIVE,MEMPHIS,TN,38116,GENERAL ACUTE CARE,156,SHELBY,47157,USA,35.03298287,-90.02120069,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.methodisthealth.org/locations/methodist-south-hospital,47,NON-PROFIT,156,NOT AVAILABLE,N
6301,13038017,BAPTIST MEMORIAL HOSPITAL - COLLIERVILLE,1500 WEST POPLAR,COLLIERVILLE,TN,38017,GENERAL ACUTE CARE,81,SHELBY,47157,USA,35.04948437,-89.7145128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.baptistonline.org/collierville/,47,NON-PROFIT,81,NOT AVAILABLE,N
6302,13338120,BAPTIST MEMORIAL HOSPITAL FOR WOMEN,6225 HUMPHREYS BOULEVARD,MEMPHIS,TN,38120,WOMEN,140,SHELBY,47157,USA,35.12787502,-89.85529467,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-13T00:00:00.000Z,http://www.baptistonline.org/womens/,47,NON-PROFIT,140,NOT AVAILABLE,N
6303,13438128,HEALTHSOUTH REHABILITATION HOSPITAL - NORTH,4100 AUSTIN PEAY,MEMPHIS,TN,38128,REHABILITATION,72,SHELBY,47157,USA,35.2372013,-89.89194018,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-13T00:00:00.000Z,http://www.healthsouthmemphis.com,47,PROPRIETARY,72,NOT AVAILABLE,N
6304,537312,TENNOVA HEALTHCARE - CLEVELAND,2800 WESTSIDE DRIVE,CLEVELAND,TN,37312,GENERAL ACUTE CARE,208,BRADLEY,47011,USA,35.1943189,-84.88121365,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY,2013-09-12T00:00:00.000Z,http://www.tennovaeast.com/locations/tennova-healthcare-cleveland,47,PROPRIETARY,208,NOT AVAILABLE,Y
6305,15437334,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,GENERAL ACUTE CARE,59,LINCOLN,47103,USA,35.14960725,-86.55527721,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.lchealthsystem.com/,47,GOVERNMENT - LOCAL,59,NOT AVAILABLE,Y
6306,3237076,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BOULEVARD,HERMITAGE,TN,37076,GENERAL ACUTE CARE,196,DAVIDSON,47037,USA,36.17637943,-86.60837516,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://tristarsummit.com/,47,PROPRIETARY,196,LEVEL III,Y
6307,905819,NORTHEASTERN VERMONT REGIONAL HOSPITAL,1315 HOSPITAL DR,ST. JOHNSBURY,VT,5819,CRITICAL ACCESS,25,CALEDONIA,50005,USA,44.44578692,-72.00955799,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.nvrh.org,50,NON-PROFIT,25,NOT AVAILABLE,Y
6308,2503576,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,3576,GENERAL ACUTE CARE,16,COOS,33007,USA,44.90444711,-71.48080943,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dhhs.nh.gov/oos/bhfa/documents/licensedfacilities.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.ucvh.org,33,NON-PROFIT,16,NOT AVAILABLE,Y
6309,17362557,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,62557,CRITICAL ACCESS,22,CHRISTIAN,17021,USA,39.37970124,-89.08440423,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.panahospital.com,17,NON-PROFIT,22,NOT AVAILABLE,Y
6310,2426554,FAIRMONT GENERAL HOSPITAL,1325 LOCUST AVENUE,FAIRMONT,WV,26554,GENERAL ACUTE CARE,207,MARION,54049,USA,39.48367473,-80.1613545,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.fghi.com,54,NON-PROFIT,207,LEVEL IV,N
6311,199508,ALASKA PSYCHIATRIC INSTITUTE,3700 PIPER STREET,ANCHORAGE,AK,99508,PSYCHIATRIC,80,ANCHORAGE,2020,USA,61.1850968,-149.8298016,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://dhss.alaska.gov/dph/HealthPlanning/Pages/SafetyNetDirectory.aspx,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://dhss.alaska.gov/dbh/Pages/api/default.aspx,2,GOVERNMENT - STATE,80,NOT AVAILABLE,N
6312,10337601,QUILLEN REHABILITATION HOSPITAL,2511 WESLEY STREET,JOHNSON CITY,TN,37601,REHABILITATION,36,WASHINGTON,47179,USA,36.35377858,-82.3717817,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.quillenrehabilitationhospital.com/,47,NON-PROFIT,36,NOT AVAILABLE,N
6313,10437604,WOODRIDGE PSYCHIATRIC HOSPITAL,403 STATE OF FRANKLIN,JOHNSON CITY,TN,37604,PSYCHIATRIC,84,WASHINGTON,47179,USA,36.30773308,-82.38772184,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.msha.com/hospitals/woodridge_hospital_l_johnson_city_tn.aspx,47,NON-PROFIT,84,NOT AVAILABLE,Y
6315,10037074,TROUSDALE MEDICAL CENTER,500 CHURCH STREET,HARTSVILLE,TN,37074,CRITICAL ACCESS,25,TROUSDALE,47169,USA,36.38783255,-86.16815993,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-09-10T00:00:00.000Z,http://www.mytrousdalemedical.com,47,PROPRIETARY,25,NOT AVAILABLE,N
6316,5038063,LAUDERDALE COMMUNITY HOSPITAL,326 ASBURY AVENUE,RIPLEY,TN,38063,CRITICAL ACCESS,25,LAUDERDALE,47097,USA,35.74435252,-89.54963519,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY,2014-03-13T00:00:00.000Z,www.lauderdalehospital.com/‎,47,PROPRIETARY,25,NOT AVAILABLE,Y
6317,5338261,BAPTIST MEMORIAL HOSPITAL - UNION CITY,1201 BISHOP STREET,UNION CITY,TN,38261,GENERAL ACUTE CARE,137,OBION,47131,USA,36.41423378,-89.04496858,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.baptistonline.org/union-city/,47,NON-PROFIT,137,NOT AVAILABLE,Y
6319,15537160,TENNOVA HEALTHCARE - SHELBYVILLE,2835 US HWY 231 N,SHELBYVILLE,TN,37160,GENERAL ACUTE CARE,60,BEDFORD,47003,USA,35.5635328,-86.44895596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tennovamiddle.com/locations/tennova-healthcare-shelbyville,47,PROPRIETARY,60,NOT AVAILABLE,Y
6320,5137874,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT STREET,SWEETWATER,TN,37874,GENERAL ACUTE CARE,59,MONROE,47123,USA,35.60069384,-84.46428463,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.sweetwaterhospital.org,47,NON-PROFIT,59,NOT AVAILABLE,N
6321,5237043,TENNOVA HEALTHCARE - CLARKSVILLE,651 DUNLOP LANE,CLARKSVILLE,TN,37043,GENERAL ACUTE CARE,270,MONTGOMERY,47125,USA,36.5819764,-87.27047352,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tennovamiddle.com/locations/tennova-healthcare-clarksville,47,PROPRIETARY,270,NOT AVAILABLE,Y
6322,837190,SAINT THOMAS STONES RIVER HOSPITAL,324 DOOLITTLE ROAD,WOODBURY,TN,37190,GENERAL ACUTE CARE,60,CANNON,47015,USA,35.83271089,-86.07184284,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.sthealth.com/locations/saint-thomas-stones-river-hospital,47,NON-PROFIT,60,NOT AVAILABLE,Y
6323,938344,BAPTIST MEMORIAL HOSPITAL - HUNTINGTON,631 R.B. WILSON DRIVE,HUNTINGDON,TN,38344,GENERAL ACUTE CARE,70,CARROLL,47017,USA,36.02316734,-88.41240859,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.baptistonline.org/huntingdon/,47,NON-PROFIT,70,NOT AVAILABLE,Y
6324,1038201,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,MC KENZIE,TN,38201,GENERAL ACUTE CARE,45,CARROLL,47017,USA,36.13742735,-88.48936033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-13T00:00:00.000Z,http://www.mckenzieregionalhospital.com,47,PROPRIETARY,45,NOT AVAILABLE,Y
6325,1337879,CLAIBORNE COUNTY HOSPITAL,1850 OLD KNOXVILLE ROAD,TAZEWELL,TN,37879,GENERAL ACUTE CARE,85,CLAIBORNE,47025,USA,36.45283389,-83.57227572,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY,2013-09-11T00:00:00.000Z,http://www.claibornehospital.org,47,GOVERNMENT - LOCAL,85,NOT AVAILABLE,N
6326,2137208,METROPOLITAN NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE,TN,37208,GENERAL ACUTE CARE,150,DAVIDSON,47037,USA,36.16690697,-86.80656112,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-09-12T00:00:00.000Z,http://nashvillegeneral.org/,47,GOVERNMENT - LOCAL,150,NOT AVAILABLE,Y
6327,2337205,SAINT THOMAS WEST HOSPITAL,4220 HARDING ROAD,NASHVILLE,TN,37205,GENERAL ACUTE CARE,541,DAVIDSON,47037,USA,36.12940197,-86.84451646,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.sthealth.com/locations/saint-thomas-west-hospital,47,NON-PROFIT,541,NOT AVAILABLE,Y
6328,11937203,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,GENERAL ACUTE CARE,657,DAVIDSON,47037,USA,36.15375182,-86.80900486,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tristarcentennial.com,47,PROPRIETARY,657,NOT AVAILABLE,Y
6329,12037203,THE WOMEN'S HOSPITAL AT CENTENNIAL,2221 MURPHY AVENUE,NASHVILLE,TN,37203,WOMEN,,DAVIDSON,47037,USA,36.15366491,-86.80683145,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://tristarcentennial.com/service/womens-care,47,PROPRIETARY,,NOT AVAILABLE,Y
6330,13137203,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,GENERAL ACUTE CARE,23,DAVIDSON,47037,USA,36.15508556,-86.80325564,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-13T00:00:00.000Z,http://www.hospitalforspecialtysurgery.com/,47,NON-PROFIT,23,NOT AVAILABLE,Y
6331,1938555,CUMBERLAND MEDICAL CENTER,421 SOUTH MAIN STREET,CROSSVILLE,TN,38555,GENERAL ACUTE CARE,189,CUMBERLAND,47035,USA,35.943325,-85.02203136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-13T00:00:00.000Z,http://www.cmchealthcare.org,47,NON-PROFIT,189,NOT AVAILABLE,N
6332,3138363,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVENUE SOUTH,PARSONS,TN,38363,GENERAL ACUTE CARE,40,DECATUR,47039,USA,35.6359507,-88.12224489,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.dcgh.org,47,GOVERNMENT - LOCAL,40,NOT AVAILABLE,Y
6333,7937814,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND STREET,MORRISTOWN,TN,37814,GENERAL ACUTE CARE,135,HAMBLEN,47063,USA,36.21473336,-83.30379891,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY,2014-03-13T00:00:00.000Z,http://www.lakewayregionalhospital.com,47,PROPRIETARY,135,NOT AVAILABLE,Y
6334,14137814,MORRISTOWN-HAMBLEN HEALTHCARE SYSTEM,908 WEST FOURTH NORTH STREET,MORRISTOWN,TN,37814,GENERAL ACUTE CARE,143,HAMBLEN,47063,USA,36.2129657,-83.30531638,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.mhhs1.org,47,NON-PROFIT,143,NOT AVAILABLE,Y
6335,3037421,ERLANGER EAST CAMPUS,1755 GUNBARREL ROAD,CHATTANOOGA,TN,37421,GENERAL ACUTE CARE,28,HAMILTON,47065,USA,35.02255862,-85.16062411,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-09-13T00:00:00.000Z,http://www.erlanger.org/east-hospital,47,GOVERNMENT - DISTRICT/AUTHORITY,28,NOT AVAILABLE,N
6337,7237343,MEMORIAL HOSPITAL HIXSON,2051 HAMILL ROAD,HIXSON,TN,37343,GENERAL ACUTE CARE,83,HAMILTON,47065,USA,35.12468548,-85.23808028,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.memorial.org/,47,NON-PROFIT,83,NOT AVAILABLE,N
6338,1837355,UNITY MEDICAL CENTER,481 INTERSTATE DRIVE,MANCHESTER,TN,37355,GENERAL ACUTE CARE,49,COFFEE,47031,USA,35.49687997,-86.07840122,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.unitymedicalmanchester.com/,47,PROPRIETARY,49,NOT AVAILABLE,Y
6339,16438024,TENNOVA HEALTHCARE - DYERSBURG REGIONAL,400 TICKLE ST,DYERSBURG,TN,38024,GENERAL ACUTE CARE,225,DYER,47045,USA,36.04818558,-89.37991442,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tennovawest.com/locations/tennova-healthcare-dyersburg-regional,47,PROPRIETARY,225,NOT AVAILABLE,Y
6340,12437166,SAINT THOMAS DEKALB HOSPITAL,520 WEST MAIN STREET,SMITHVILLE,TN,37166,GENERAL ACUTE CARE,71,DEKALB,47041,USA,35.96150829,-85.82954345,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.sthealth.com/locations/saint-thomas-dekalb-hospital,47,NON-PROFIT,71,NOT AVAILABLE,Y
6341,4338556,TENNOVA HEALTHCARE - JAMESTOWN,436 CENTRAL AVENUE WEST,JAMESTOWN,TN,38556,GENERAL ACUTE CARE,85,FENTRESS,47049,USA,36.43236193,-84.94317595,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tennovaeast.com/locations/tennova-healthcare-jamestown,47,PROPRIETARY,85,NOT AVAILABLE,Y
6342,13538237,HEALTHSOUTH CANE CREEK REHABILITATION CENTER,180 MT. PELIA ROAD,MARTIN,TN,38237,REHABILITATION,40,WEAKLEY,47183,USA,36.33255272,-88.86991049,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.healthsouthcanecreek.com,47,PROPRIETARY,40,NOT AVAILABLE,N
6343,16238485,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,GENERAL ACUTE CARE,78,WAYNE,47181,USA,35.32475293,-87.75688433,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.mauryregional.com,47,NON-PROFIT,78,NOT AVAILABLE,Y
6344,12237087,TENNOVA HEALTHCARE - LEBANON,1411 BADDOUR PARKWAY,LEBANON,TN,37087,GENERAL ACUTE CARE,245,WILSON,47189,USA,36.22160565,-86.32762032,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tennovamiddle.com/locations/tennova-healthcare-lebanon,47,PROPRIETARY,245,NOT AVAILABLE,Y
6345,96,MT CARMEL EAST HOSPITAL,6001 E BROAD ST,COLUMBUS,OH,43213,GENERAL ACUTE CARE,461,FRANKLIN,39049,USA,39.97691933,-82.84330783,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2015-05-22T00:00:00.000Z,http://www.mountcarmelhealth.com/mount-carmel-east-hospital,39,NON-PROFIT,461,LEVEL II,Y
6346,91,SOUTHVIEW HOSPITAL,1997 MIAMISBURG CENTERVILLE RD,DAYTON,OH,45459,GENERAL ACUTE CARE,128,MONTGOMERY,39113,USA,39.63539661,-84.20342017,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2015-05-22T00:00:00.000Z,http://www.ketteringhealth.org/southview/,39,NON-PROFIT,128,NOT AVAILABLE,N
6347,99,TRINITY MEDICAL CENTER WEST-ER,4000 JOHNSON RD,STEUBENVILLE,OH,43952,GENERAL ACUTE CARE,256,JEFFERSON,39081,USA,40.36777411,-80.6590339,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2015-05-22T00:00:00.000Z,http://www.trinityhealth.com/,39,NON-PROFIT,256,NOT AVAILABLE,Y
6348,97,AKRON CHILDREN'S HOSP BEEGHLY,6505 MARKET ST,BOARDMAN,OH,44512,CHILDREN,43,MAHONING,39099,USA,41.03255484,-80.66048104,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2015-05-22T00:00:00.000Z,https://www.akronchildrens.org/cms/fad_locations/beeghly_campus/,39,NON-PROFIT,43,NOT AVAILABLE,Y
6349,879106,VIBRA HOSPITAL OF AMARILLO,7501 WALLACE BLVD,AMARILLO,TX,79106,LONG TERM CARE,72,POTTER,48375,USA,35.194149,-101.9266926,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.khamarillo.com/,48,PROPRIETARY,72,NOT AVAILABLE,N
6350,93351301,SPENCER MUNICIPAL HOSPITAL,1200 FIRST AVENUE EAST,SPENCER,IA,51301,GENERAL ACUTE CARE,99,CLAY,19041,USA,43.15002638,-95.14308986,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2016-04-14T00:00:00.000Z,http://www.spencerhospital.org,19,GOVERNMENT - LOCAL,99,LEVEL IV,Y
6351,5450644,MENTAL HEALTH INSITUTE HOSPITAL,2277 IOWA AVENUE,INDEPENDENCE,IA,50644,PSYCHIATRIC,95,BUCHANAN,19019,USA,42.45696119,-91.9262367,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2016-04-14T00:00:00.000Z,http://www.dhs.state.ia.us,19,GOVERNMENT - STATE,95,NOT AVAILABLE,N
6352,92452001,UNITYPOINT HEALTHCARE-FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,GENERAL ACUTE CARE,142,DUBUQUE,19061,USA,42.49625698,-90.68615902,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2016-04-15T00:00:00.000Z,http://www.finleyhospital.org,19,NOT AVAILABLE,142,LEVEL III,Y
6353,92950314,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVENUE,DES MOINES,IA,50314,GENERAL ACUTE CARE,656,POLK,19153,USA,41.59878159,-93.62311914,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2016-04-15T00:00:00.000Z,http://www.mercydesmoines.org,19,NOT AVAILABLE,656,"LEVEL II, LEVEL II PEDIATRIC",Y
6354,1060608,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,GENERAL ACUTE CARE,290,COOK,17031,USA,41.86080973,-87.69433858,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,IMAGERY,2016-04-25T00:00:00.000Z,http://www.sinai.org,17,NON-PROFIT,290,LEVEL I,N
6355,4731620,COOK MEDICAL CENTER,706 NORTH PARRISH AVENUE,ADEL,GA,31620,GENERAL ACUTE CARE,60,COOK,13075,USA,31.14456949,-83.42453855,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY,2013-10-16T00:00:00.000Z,http://www.memorialofadel.com/body.cfm?id=364,13,PROPRIETARY,60,NOT AVAILABLE,N
6356,20630909,LIGHTHOUSE CARE CENTER OF AUGUSTA,3100 PERIMETER PARKWAY,AUGUSTA,GA,30909,PSYCHIATRIC,54,RICHMOND,13245,USA,33.49082902,-82.08742866,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY,2013-10-16T00:00:00.000Z,http://www.lighthousecarecenters.com/,13,PROPRIETARY,54,NOT AVAILABLE,N
